method,d_kl
standard,0.19401210617917852
steam,0.04397162019217596
standard,0.16698870807274074
steam,0.12125934404590792
standard,0.15155637182659804
steam,0.05509284094603921
standard,0.14191524982338458
steam,0.020014556856895113
standard,0.2134959515069308
steam,0.04161462792746407
