method,f,c,d,u_pehe,u_policy,u_int
standard,0.024873737373737326,0.005366161616161547,0.43577648036776795,1.6385054290294647,0.45023696682464454,0.18226995048202427
seq_new,0.257638888888889,0.1731691919191919,0.9252998688985857,0.45200736075639725,0.5829383886255924,0.18069213634683925
standard,0.035732323232323115,0.008775252525252464,0.6432627498743102,1.5742202401161194,0.4881516587677725,-0.10956948549206103
seq_new,0.031818181818181746,0.015782828282828287,0.8188836255747983,0.5319712683558464,0.5023696682464455,-0.03201731081550342
standard,0.26862373737373746,0.18686868686868696,0.6544386241812421,1.452921211719513,0.7298578199052133,-0.22735114626613528
seq_new,0.49482323232323244,0.24955808080808084,0.87807545021952,0.45095109939575195,0.6208530805687204,0.033158907289744514
standard,0.020012626262626343,0.0035353535353536136,0.6586883853255185,1.6285687386989594,0.6635071090047393,-0.0011950675359205746
seq_new,0.753030303030303,0.35625000000000007,0.8330744710690527,0.44889168813824654,0.6682464454976303,0.005219353066066756
standard,0.01994949494949494,0.01041666666666674,0.5484696803986691,1.225036770105362,0.5260663507109005,0.4657829514395879
seq_new,0.6716540404040405,0.3196969696969698,0.8636501748201466,0.44035329297184944,0.6540284360189573,0.08439070070164556
