method,d_kl
standard,0.026366110743712687
steam,0.01196219573354736
standard,0.012304212612285322
steam,0.012539108028517328
standard,0.01015224617078046
steam,0.010047045435004068
standard,0.032276542722591284
steam,0.01581180988557291
standard,0.007474454870259937
steam,0.010804809581215914
