method,f,c,d,u_pehe,u_policy,u_int
standard,0.8455216989843028,0.3575253924284395,0.789701463338646,4.5731223076581955,0.16666666666666666,-0.6943273294266948
seq_new,0.7327793167128347,0.3874422899353648,0.8653726623167697,88.41772264242172,0.5694444444444444,-0.9993628106725961
standard,0.8061865189289013,0.3803324099722991,0.8853383238964198,3.919018641114235,0.8472222222222222,-0.6014012437306462
seq_new,0.7672206832871653,0.3992613111726685,0.9063495722703387,89.3047177195549,0.3055555555555556,-0.9395250456547616
standard,0.7488457987072945,0.33333333333333326,0.8731802015056883,4.839503347873688,0.09027777777777778,-0.8139598103295507
seq_new,0.8974145891043398,0.4182825484764543,0.9050101398294926,90.89781820774078,0.6875,-0.8137391769645039
standard,0.8995924475435413,0.3564173591874422,0.8459111695682231,3.3245942294597626,0.1597222222222222,-0.9690235884833805
seq_new,0.7161588180978763,0.3131117266851339,0.869532818724781,105.65140724182129,0.2847222222222222,0.8526716635735626
standard,0.7903970452446907,0.3773776546629731,0.7606506499385003,5.401393726468086,0.6041666666666666,0.47368253661892334
seq_new,0.9082911452860827,0.34441366574330556,0.8925933711300238,85.21313714981079,0.3125,-0.14415360532940244
