method,f,c,d,u_pehe
ablation,0.9424406497292794,0.5041649312786339,0.9093786692753446,2.0131486356258392
ablation,0.9380535887824517,0.5172705817020686,0.911257893574217,2.24005663394928
ablation,0.939428016104401,0.5158822712758573,0.9335309453460522,2.107859283685684
ablation,0.9774399555740664,0.49775093710953766,0.9245901941801079,2.9684280455112457
