method,f,c,d,u_pehe,u_policy,u_int
standard,0.824376731301939,0.4190212373037858,0.9005792713548222,3.1811566278338432,0.7291666666666666,-0.9765575666927102
seq_new,0.8650046168051708,0.43268698060941824,0.8990103312076049,1.9302257467061281,0.875,-0.7394772861886704
standard,0.8373961218836565,0.42899353647276084,0.9270748323430886,5.799239203333855,0.18055555555555555,-0.18279009743424543
seq_new,0.857617728531856,0.49667590027700836,0.9040948537776168,1.3649812825024128,0.9305555555555556,-0.2312644082365767
standard,0.8407202216066483,0.47026777469990766,0.9001145184525565,3.6486127376556396,0.8263888888888888,-0.5701639307319394
seq_new,0.8271468144044322,0.4577100646352723,0.8983322009497253,1.8695052824914455,0.9027777777777778,-0.01989099636805275
standard,0.8380424746075715,0.40987996306555863,0.9128518287507046,2.3346722405403852,0.6180555555555556,0.9345218133005744
seq_new,0.8680517082179132,0.49843028624192054,0.881167226964421,3.037344094365835,0.9791666666666666,-0.5532976704389487
standard,0.8154201292705449,0.4593721144967682,0.8947506623175493,3.200814664363861,0.75,-0.7068017544437682
seq_new,0.8844875346260388,0.48855032317636193,0.9001562779041896,2.074567884206772,0.9166666666666666,-0.9050380940036122
standard,0.8096029547553093,0.3721144967682365,0.9143795337909033,1.76746965944767,0.9166666666666666,0.3250225748362924
seq_new,0.8643582640812557,0.47026777469990777,0.876192988391814,2.496554061770439,0.9166666666666666,0.9849403333757437
standard,0.8111726685133888,0.4077562326869806,0.8468563272103699,2.3182828426361084,0.6875,-0.9961400417632267
seq_new,0.8677746999076639,0.46823638042474613,0.8958498018617921,3.1804343983531,0.8680555555555556,-0.6227351199966981
standard,0.8360110803324099,0.4347183748845799,0.9034428474066927,3.4037250708788633,0.19444444444444445,0.035389090776662996
seq_new,0.8790397045244691,0.525854108956602,0.8331556816677125,1.5569339767098427,0.8333333333333334,-0.4923008800771336
standard,0.8551246537396122,0.46518928901200385,0.9052638164923547,2.510899618268013,0.6597222222222222,-0.05049245280240455
seq_new,0.8714681440443213,0.4992613111726686,0.8768633146421332,2.6659882590174675,0.8472222222222222,0.5651746755976406
standard,0.8481071098799631,0.44441366574330565,0.9240275520892399,3.56333963945508,0.7152777777777778,-0.4693178104340452
seq_new,0.8421052631578947,0.47525392428439517,0.9347899531752297,2.626994831021875,0.7569444444444444,-0.5849333854615882
