method,f,c,d,u_pehe
ablation,0.9460757156048015,0.4975992613111727,0.8992722172766838,1.5857705920934677
steam,0.932715636641513,0.4582640812557711,0.8962836539210733,2.151531580835581
ablation,0.9677651478969657,0.5147737765466297,0.9149041296515292,1.4684235602617264
steam,0.9460852676154997,0.4939981532779316,0.9096548176376481,1.8914059698581696
