method,d_kl
standard,0.09750008215492642
steam,0.0517542167991306
standard,0.162708892856349
steam,0.07435326374835508
standard,0.06926835971045489
steam,0.12036254197265188
standard,0.05543641275258494
steam,0.053724652181741286
standard,0.0659344081893362
steam,0.07194842046122886
